image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762602136701_000071,1762602137,cw,960,544,426.569,408.663,0.44434,0.75122,27432,0.052529,0.87544,1.21667,0.46803,328,315,219,180,0.6959,AND,1,1,2.355779,-0.196449,-0.196449,0,data\data_cw\images_raw\1762602136701_000071.jpg,data\data_cw\images_crop\1762602136701_000071.jpg,data\data_cw\masks\1762602136701_000071.png,data\data_cw\overlays\1762602136701_000071.jpg
1762602136925_000072,1762602137,cw,960,544,377.029,366.08,0.39274,0.67294,29984,0.057414,0.84346,1.25888,0.44403,258,274,248,197,0.61372,AND,1,1,3.036026,0.110394,-0.076233,0,data\data_cw\images_raw\1762602136925_000072.jpg,data\data_cw\images_crop\1762602136925_000072.jpg,data\data_cw\masks\1762602136925_000072.png,data\data_cw\overlays\1762602136925_000072.jpg
1762602137113_000073,1762602137,cw,960,544,372.883,311.359,0.38842,0.57235,31622,0.060552,0.81694,0.95785,0.45081,247,192,250,261,0.48464,AND,0,1,-2.681438,0.269759,0.197338,0,data\data_cw\images_raw\1762602137113_000073.jpg,data\data_cw\images_crop\1762602137113_000073.jpg,data\data_cw\masks\1762602137113_000073.png,data\data_cw\overlays\1762602137113_000073.jpg
1762602137337_000074,1762602137,cw,960,544,428.483,284.398,0.44634,0.52279,31430,0.060183,0.88651,0.8125,0.53533,324,163,208,256,0.59026,AND,1,2,0,0.269759,0.187471,0,data\data_cw\images_raw\1762602137337_000074.jpg,data\data_cw\images_crop\1762602137337_000074.jpg,data\data_cw\masks\1762602137337_000074.png,data\data_cw\overlays\1762602137337_000074.jpg
1762602137513_000075,1762602138,cw,960,544,496.947,297.733,0.51765,0.5473,31171,0.059687,0.87791,0.67293,0.44292,416,163,179,266,0.65466,AND,1,1,0,0.269759,0.178097,0,data\data_cw\images_raw\1762602137513_000075.jpg,data\data_cw\images_crop\1762602137513_000075.jpg,data\data_cw\masks\1762602137513_000075.png,data\data_cw\overlays\1762602137513_000075.jpg
1762602137717_000076,1762602138,cw,960,544,537.045,357.39,0.55942,0.65697,29469,0.056428,0.88373,0.72727,0.42083,449,232,184,253,0.63303,AND,1,1,0.279771,1.211766,0,1,data\data_cw\images_raw\1762602137717_000076.jpg,data\data_cw\images_crop\1762602137717_000076.jpg,data\data_cw\masks\1762602137717_000076.png,data\data_cw\overlays\1762602137717_000076.jpg
1762602137932_000077,1762602138,cw,960,544,495.715,426.055,0.51637,0.78319,27201,0.052085,0.94395,0.94472,0.62347,404,327,188,199,0.72707,AND,1,2,1.259987,1.130724,0,1,data\data_cw\images_raw\1762602137932_000077.jpg,data\data_cw\images_crop\1762602137932_000077.jpg,data\data_cw\masks\1762602137932_000077.png,data\data_cw\overlays\1762602137932_000077.jpg
1762602138113_000078,1762602138,cw,960,544,423.601,427.148,0.44125,0.7852,26501,0.050746,0.88518,1.22034,0.50827,326,337,216,177,0.69318,AND,1,1,2.130032,1.039486,0,1,data\data_cw\images_raw\1762602138113_000078.jpg,data\data_cw\images_crop\1762602138113_000078.jpg,data\data_cw\masks\1762602138113_000078.png,data\data_cw\overlays\1762602138113_000078.jpg
1762602138344_000079,1762602138,cw,960,544,380.648,380.231,0.39651,0.69895,29450,0.056392,0.86264,1.27749,0.55226,268,288,244,191,0.63192,AND,0,1,2.928313,0.955064,0,1,data\data_cw\images_raw\1762602138344_000079.jpg,data\data_cw\images_crop\1762602138344_000079.jpg,data\data_cw\masks\1762602138344_000079.png,data\data_cw\overlays\1762602138344_000079.jpg
1762602138506_000080,1762602139,cw,960,544,380.688,328.98,0.39655,0.60474,31748,0.060793,0.8501,0.9959,0.53245,262,211,243,244,0.53546,AND,0,1,-2.674396,0.858959,0,1,data\data_cw\images_raw\1762602138506_000080.jpg,data\data_cw\images_crop\1762602138506_000080.jpg,data\data_cw\masks\1762602138506_000080.png,data\data_cw\overlays\1762602138506_000080.jpg
1762602138736_000081,1762602139,cw,960,544,418.442,300.489,0.43588,0.55237,33615,0.064368,0.87338,0.77818,0.52892,315,163,214,275,0.57121,AND,1,2,0,0.858959,0,0,data\data_cw\images_raw\1762602138736_000081.jpg,data\data_cw\images_crop\1762602138736_000081.jpg,data\data_cw\masks\1762602138736_000081.png,data\data_cw\overlays\1762602138736_000081.jpg
1762602138913_000082,1762602139,cw,960,544,480.778,327.375,0.50081,0.60179,33986,0.065078,0.90515,0.65836,0.53874,396,179,185,281,0.65378,AND,1,1,0,0.858959,0,0,data\data_cw\images_raw\1762602138913_000082.jpg,data\data_cw\images_crop\1762602138913_000082.jpg,data\data_cw\masks\1762602138913_000082.png,data\data_cw\overlays\1762602138913_000082.jpg
1762602139119_000083,1762602139,cw,960,544,508.704,374.079,0.5299,0.68764,31666,0.060635,0.93153,0.75299,0.68228,418,252,189,251,0.66751,AND,0,1,0,0.858959,0,0,data\data_cw\images_raw\1762602139119_000083.jpg,data\data_cw\images_crop\1762602139119_000083.jpg,data\data_cw\masks\1762602139119_000083.png,data\data_cw\overlays\1762602139119_000083.jpg
1762602139343_000084,1762602139,cw,960,544,474.882,417.982,0.49467,0.76835,28148,0.053899,0.92815,0.9949,0.60803,379,319,195,196,0.73647,AND,0,2,0,0.858959,0,0,data\data_cw\images_raw\1762602139343_000084.jpg,data\data_cw\images_crop\1762602139343_000084.jpg,data\data_cw\masks\1762602139343_000084.png,data\data_cw\overlays\1762602139343_000084.jpg
1762602139504_000085,1762602140,cw,960,544,411.203,412.661,0.42834,0.75857,29668,0.056809,0.88373,1.1658,0.58519,309,315,225,193,0.6832,AND,0,1,0,0.858959,0,0,data\data_cw\images_raw\1762602139504_000085.jpg,data\data_cw\images_crop\1762602139504_000085.jpg,data\data_cw\masks\1762602139504_000085.png,data\data_cw\overlays\1762602139504_000085.jpg
1762602139748_000086,1762602140,cw,960,544,377.437,366.567,0.39316,0.67384,31016,0.05939,0.83319,1.11982,0.44857,261,267,243,217,0.58819,AND,0,1,0,0.858959,0,0,data\data_cw\images_raw\1762602139748_000086.jpg,data\data_cw\images_crop\1762602139748_000086.jpg,data\data_cw\masks\1762602139748_000086.png,data\data_cw\overlays\1762602139748_000086.jpg
1762602139922_000087,1762602140,cw,960,544,400.658,315.223,0.41735,0.57945,32837,0.062877,0.85424,0.86891,0.54978,286,185,232,267,0.53011,AND,0,1,0,0.858959,0,0,data\data_cw\images_raw\1762602139922_000087.jpg,data\data_cw\images_crop\1762602139922_000087.jpg,data\data_cw\masks\1762602139922_000087.png,data\data_cw\overlays\1762602139922_000087.jpg
1762602140148_000088,1762602140,cw,960,544,467.795,285.853,0.48729,0.52547,33416,0.063987,0.90945,0.72868,0.62587,377,163,188,258,0.68894,AND,0,2,-1.13976,1.095446,0,1,data\data_cw\images_raw\1762602140148_000088.jpg,data\data_cw\images_crop\1762602140148_000088.jpg,data\data_cw\masks\1762602140148_000088.png,data\data_cw\overlays\1762602140148_000088.jpg
1762602140332_000089,1762602140,cw,960,544,532.912,297.652,0.55512,0.54715,34655,0.066359,0.91484,0.71004,0.62487,448,163,191,269,0.67451,AND,0,1,-0.501416,0.93546,0,1,data\data_cw\images_raw\1762602140332_000089.jpg,data\data_cw\images_crop\1762602140332_000089.jpg,data\data_cw\masks\1762602140332_000089.png,data\data_cw\overlays\1762602140332_000089.jpg
1762602140532_000090,1762602141,cw,960,544,567.836,358.646,0.5915,0.65928,38328,0.073392,0.90819,0.65347,0.53121,472,198,198,303,0.63886,AND,1,1,0.147058,0.835015,0,1,data\data_cw\images_raw\1762602140532_000090.jpg,data\data_cw\images_crop\1762602140532_000090.jpg,data\data_cw\masks\1762602140532_000090.png,data\data_cw\overlays\1762602140532_000090.jpg
1762602140757_000091,1762602141,cw,960,544,520.172,446.255,0.54185,0.82032,31251,0.059841,0.91656,0.99507,0.5694,418,341,202,203,0.76212,AND,0,2,1.114098,0.881224,0,1,data\data_cw\images_raw\1762602140757_000091.jpg,data\data_cw\images_crop\1762602140757_000091.jpg,data\data_cw\masks\1762602140757_000091.png,data\data_cw\overlays\1762602140757_000091.jpg
1762602140824_000092,1762602141,cw,960,544,440.099,441.51,0.45844,0.8116,30200,0.057828,0.91619,1.10417,0.66883,338,344,212,192,0.74194,AND,0,0,1.99884,0.882455,0,1,data\data_cw\images_raw\1762602140824_000092.jpg,data\data_cw\images_crop\1762602140824_000092.jpg,data\data_cw\masks\1762602140824_000092.png,data\data_cw\overlays\1762602140824_000092.jpg
1762602141136_000093,1762602141,cw,960,544,405.457,385.202,0.42235,0.70809,33865,0.064847,0.86236,0.94758,0.51677,297,257,235,248,0.58108,AND,0,1,0,0.882455,0,0,data\data_cw\images_raw\1762602141136_000093.jpg,data\data_cw\images_crop\1762602141136_000093.jpg,data\data_cw\masks\1762602141136_000093.png,data\data_cw\overlays\1762602141136_000093.jpg
1762602141323_000094,1762602141,cw,960,544,423.151,327.362,0.44078,0.60177,36716,0.070306,0.83203,0.73633,0.44428,311,163,229,311,0.51554,AND,2,1,0,0.882455,0,0,data\data_cw\images_raw\1762602141323_000094.jpg,data\data_cw\images_crop\1762602141323_000094.jpg,data\data_cw\masks\1762602141323_000094.png,data\data_cw\overlays\1762602141323_000094.jpg
1762602141540_000095,1762602142,cw,960,544,486.149,312.61,0.50641,0.57465,36232,0.069378,0.89991,0.67708,0.54243,398,163,195,288,0.64516,AND,1,1,0,0.882455,0,0,data\data_cw\images_raw\1762602141540_000095.jpg,data\data_cw\images_crop\1762602141540_000095.jpg,data\data_cw\masks\1762602141540_000095.png,data\data_cw\overlays\1762602141540_000095.jpg
1762602141751_000096,1762602142,cw,960,544,544.815,350.907,0.56752,0.64505,38761,0.074221,0.85706,0.5976,0.46068,456,163,199,333,0.58492,AND,1,1,-0.092225,-0.158277,-0.158277,0,data\data_cw\images_raw\1762602141751_000096.jpg,data\data_cw\images_crop\1762602141751_000096.jpg,data\data_cw\masks\1762602141751_000096.png,data\data_cw\overlays\1762602141751_000096.jpg
1762602141933_000097,1762602142,cw,960,544,529.75,447.725,0.55182,0.82302,31324,0.05998,0.89212,0.9087,0.4058,424,314,209,230,0.65163,AND,0,1,1.011263,0.283341,0.132978,0,data\data_cw\images_raw\1762602141933_000097.jpg,data\data_cw\images_crop\1762602141933_000097.jpg,data\data_cw\masks\1762602141933_000097.png,data\data_cw\overlays\1762602141933_000097.jpg
1762602142159_000098,1762602142,cw,960,544,435.357,460.473,0.4535,0.84646,30258,0.05794,0.94086,1.20556,0.66812,330,364,217,180,0.77467,AND,0,1,2.049237,0.547462,0,1,data\data_cw\images_raw\1762602142159_000098.jpg,data\data_cw\images_crop\1762602142159_000098.jpg,data\data_cw\masks\1762602142159_000098.png,data\data_cw\overlays\1762602142159_000098.jpg
1762602142352_000099,1762602142,cw,960,544,390.158,390.774,0.40641,0.71834,34781,0.0666,0.83511,1.08475,0.49111,274,277,256,236,0.57569,AND,0,2,3.0672,0.712138,0,1,data\data_cw\images_raw\1762602142352_000099.jpg,data\data_cw\images_crop\1762602142352_000099.jpg,data\data_cw\masks\1762602142352_000099.png,data\data_cw\overlays\1762602142352_000099.jpg
1762602151074_000000,1762602151,ccw,960,544,598.398,356.825,0.62333,0.65593,26739,0.051201,0.84669,0.80973,0.40686,508,240,183,226,0.64653,AND,2,1,0,0,0,0,data\data_ccw\images_raw\1762602151074_000000.jpg,data\data_ccw\images_crop\1762602151074_000000.jpg,data\data_ccw\masks\1762602151074_000000.png,data\data_ccw\overlays\1762602151074_000000.jpg
1762602151273_000001,1762602151,ccw,960,544,592.789,357.398,0.61749,0.65698,27056,0.051809,0.84479,0.76068,0.39719,506,239,178,234,0.64958,AND,2,1,0,0,0,0,data\data_ccw\images_raw\1762602151273_000001.jpg,data\data_ccw\images_crop\1762602151273_000001.jpg,data\data_ccw\masks\1762602151273_000001.png,data\data_ccw\overlays\1762602151273_000001.jpg
1762602151455_000002,1762602151,ccw,960,544,598.713,361.586,0.62366,0.66468,28163,0.053928,0.851,0.76151,0.38804,508,241,182,239,0.64747,AND,2,1,0,0,0,0,data\data_ccw\images_raw\1762602151455_000002.jpg,data\data_ccw\images_crop\1762602151455_000002.jpg,data\data_ccw\masks\1762602151455_000002.png,data\data_ccw\overlays\1762602151455_000002.jpg
1762602151662_000003,1762602152,ccw,960,544,590.68,354.705,0.61529,0.65203,22036,0.042196,0.70613,0.81166,0.15391,502,244,181,223,0.54596,AND,2,1,0,0,0,0,data\data_ccw\images_raw\1762602151662_000003.jpg,data\data_ccw\images_crop\1762602151662_000003.jpg,data\data_ccw\masks\1762602151662_000003.png,data\data_ccw\overlays\1762602151662_000003.jpg
1762602151871_000004,1762602152,ccw,960,544,585.47,340.647,0.60986,0.62619,28211,0.054019,0.83735,0.75299,0.44672,495,214,189,251,0.59468,AND,0,1,0,0,0,0,data\data_ccw\images_raw\1762602151871_000004.jpg,data\data_ccw\images_crop\1762602151871_000004.jpg,data\data_ccw\masks\1762602151871_000004.png,data\data_ccw\overlays\1762602151871_000004.jpg
1762602152081_000005,1762602152,ccw,960,544,517.924,330.176,0.5395,0.60694,32713,0.062641,0.84828,0.56667,0.46996,437,177,170,300,0.64144,AND,1,2,-2.833562,0,0,0,data\data_ccw\images_raw\1762602152081_000005.jpg,data\data_ccw\images_crop\1762602152081_000005.jpg,data\data_ccw\masks\1762602152081_000005.png,data\data_ccw\overlays\1762602152081_000005.jpg
1762602152267_000006,1762602152,ccw,960,544,468.448,379.834,0.48797,0.69823,35185,0.067374,0.89674,0.71377,0.59173,373,233,197,276,0.64713,AND,0,1,2.896042,-0.193753,-0.193753,0,data\data_ccw\images_raw\1762602152267_000006.jpg,data\data_ccw\images_crop\1762602152267_000006.jpg,data\data_ccw\masks\1762602152267_000006.png,data\data_ccw\overlays\1762602152267_000006.jpg
1762602152466_000007,1762602152,ccw,960,544,491.671,445.435,0.51216,0.81882,18383,0.0352,0.75143,1.06977,0.21705,395,372,184,172,0.58086,AND,1,1,2.261821,-0.347917,0,-1,data\data_ccw\images_raw\1762602152466_000007.jpg,data\data_ccw\images_crop\1762602152466_000007.jpg,data\data_ccw\masks\1762602152466_000007.png,data\data_ccw\overlays\1762602152466_000007.jpg
1762602152691_000008,1762602153,ccw,960,544,533.412,470.998,0.55564,0.86581,17590,0.033682,0.79463,1.38298,0.24875,439,403,195,141,0.63975,AND,0,1,1.779149,-0.395081,0,-1,data\data_ccw\images_raw\1762602152691_000008.jpg,data\data_ccw\images_crop\1762602152691_000008.jpg,data\data_ccw\masks\1762602152691_000008.png,data\data_ccw\overlays\1762602152691_000008.jpg
1762602152889_000009,1762602153,ccw,960,544,594.728,449.348,0.61951,0.82601,17457,0.033427,0.7737,1.1018,0.18343,507,377,184,167,0.56811,AND,3,2,0.987997,-0.533706,0,-1,data\data_ccw\images_raw\1762602152889_000009.jpg,data\data_ccw\images_crop\1762602152889_000009.jpg,data\data_ccw\masks\1762602152889_000009.png,data\data_ccw\overlays\1762602152889_000009.jpg
1762602152966_000010,1762602153,ccw,960,544,626.137,375.813,0.65223,0.69083,22087,0.042294,0.85311,1.18235,0.39837,523,295,201,170,0.6464,AND,1,0,0,-0.533706,0,0,data\data_ccw\images_raw\1762602152966_000010.jpg,data\data_ccw\images_crop\1762602152966_000010.jpg,data\data_ccw\masks\1762602152966_000010.png,data\data_ccw\overlays\1762602152966_000010.jpg
1762602153285_000011,1762602153,ccw,960,544,597.048,322.399,0.62193,0.59265,27217,0.052117,0.83365,0.75304,0.43203,506,203,186,247,0.59243,AND,0,1,0,-0.533706,0,0,data\data_ccw\images_raw\1762602153285_000011.jpg,data\data_ccw\images_crop\1762602153285_000011.jpg,data\data_ccw\masks\1762602153285_000011.png,data\data_ccw\overlays\1762602153285_000011.jpg
1762602153488_000012,1762602153,ccw,960,544,541.065,311.732,0.56361,0.57304,29477,0.056444,0.8349,0.64794,0.36967,460,175,173,267,0.63817,AND,1,2,0,-0.533706,0,0,data\data_ccw\images_raw\1762602153488_000012.jpg,data\data_ccw\images_crop\1762602153488_000012.jpg,data\data_ccw\masks\1762602153488_000012.png,data\data_ccw\overlays\1762602153488_000012.jpg
1762602153667_000013,1762602154,ccw,960,544,486.657,363.945,0.50693,0.66902,28164,0.053929,0.86709,0.76371,0.36526,401,245,181,237,0.65655,AND,2,1,-3.060762,0.43514,0,1,data\data_ccw\images_raw\1762602153667_000013.jpg,data\data_ccw\images_crop\1762602153667_000013.jpg,data\data_ccw\masks\1762602153667_000013.png,data\data_ccw\overlays\1762602153667_000013.jpg
1762602153881_000014,1762602154,ccw,960,544,495.281,420.109,0.51592,0.77226,24798,0.047485,0.93354,0.98421,0.62827,400,334,187,190,0.69796,AND,1,1,2.445216,0.010819,0.010819,0,data\data_ccw\images_raw\1762602153881_000014.jpg,data\data_ccw\images_crop\1762602153881_000014.jpg,data\data_ccw\masks\1762602153881_000014.png,data\data_ccw\overlays\1762602153881_000014.jpg
1762602154101_000015,1762602154,ccw,960,544,547.712,449.063,0.57053,0.82548,23497,0.044994,0.91116,1.02222,0.52844,455,364,184,180,0.70947,AND,1,2,0,0.010819,0.010278,0,data\data_ccw\images_raw\1762602154101_000015.jpg,data\data_ccw\images_crop\1762602154101_000015.jpg,data\data_ccw\masks\1762602154101_000015.png,data\data_ccw\overlays\1762602154101_000015.jpg
1762602154267_000016,1762602154,ccw,960,544,591.357,425.876,0.616,0.78286,17095,0.032735,0.6816,0.94301,0.14998,505,351,182,193,0.48669,AND,3,1,0,0.010819,0.009764,0,data\data_ccw\images_raw\1762602154267_000016.jpg,data\data_ccw\images_crop\1762602154267_000016.jpg,data\data_ccw\masks\1762602154267_000016.png,data\data_ccw\overlays\1762602154267_000016.jpg
1762602154500_000017,1762602155,ccw,960,544,609.031,371.264,0.63441,0.68247,21343,0.040868,0.86698,1.1506,0.42692,510,291,191,166,0.67315,AND,1,1,0,0.010819,0.009276,0,data\data_ccw\images_raw\1762602154500_000017.jpg,data\data_ccw\images_crop\1762602154500_000017.jpg,data\data_ccw\masks\1762602154500_000017.png,data\data_ccw\overlays\1762602154500_000017.jpg
1762602154709_000018,1762602155,ccw,960,544,575.885,327.471,0.59988,0.60197,24578,0.047063,0.8553,0.81019,0.46964,490,220,175,216,0.65021,AND,1,2,0,0.010819,0.008812,0,data\data_ccw\images_raw\1762602154709_000018.jpg,data\data_ccw\images_crop\1762602154709_000018.jpg,data\data_ccw\masks\1762602154709_000018.png,data\data_ccw\overlays\1762602154709_000018.jpg
1762602154880_000019,1762602155,ccw,960,544,519.899,311.093,0.54156,0.57186,25505,0.048839,0.82302,0.6627,0.32667,442,190,167,252,0.60606,AND,2,1,-2.134114,0.603382,0,1,data\data_ccw\images_raw\1762602154880_000019.jpg,data\data_ccw\images_crop\1762602154880_000019.jpg,data\data_ccw\masks\1762602154880_000019.png,data\data_ccw\overlays\1762602154880_000019.jpg
1762602155114_000020,1762602155,ccw,960,544,456.004,341.382,0.475,0.62754,28745,0.055042,0.86254,0.72653,0.38826,369,219,178,245,0.65914,AND,3,1,-2.862902,0.137122,0.137122,0,data\data_ccw\images_raw\1762602155114_000020.jpg,data\data_ccw\images_crop\1762602155114_000020.jpg,data\data_ccw\masks\1762602155114_000020.png,data\data_ccw\overlays\1762602155114_000020.jpg
1762602155291_000021,1762602155,ccw,960,544,440.093,399.972,0.45843,0.73524,25600,0.04902,0.87084,0.985,0.393,341,310,197,200,0.64975,AND,2,1,2.820495,-0.120796,0.00947,0,data\data_ccw\images_raw\1762602155291_000021.jpg,data\data_ccw\images_crop\1762602155291_000021.jpg,data\data_ccw\masks\1762602155291_000021.png,data\data_ccw\overlays\1762602155291_000021.jpg
1762602155495_000022,1762602155,ccw,960,544,484.986,445.504,0.50519,0.81894,22721,0.043508,0.93637,1.01667,0.65316,392,364,183,180,0.68978,AND,1,1,2.08327,-0.336547,0,-1,data\data_ccw\images_raw\1762602155495_000022.jpg,data\data_ccw\images_crop\1762602155495_000022.jpg,data\data_ccw\masks\1762602155495_000022.png,data\data_ccw\overlays\1762602155495_000022.jpg
1762602155676_000023,1762602156,ccw,960,544,536.211,431.886,0.55855,0.79391,16750,0.032073,0.69485,0.96774,0.15601,448,358,180,186,0.5003,AND,1,1,0,-0.336547,0,0,data\data_ccw\images_raw\1762602155676_000023.jpg,data\data_ccw\images_crop\1762602155676_000023.jpg,data\data_ccw\masks\1762602155676_000023.png,data\data_ccw\overlays\1762602155676_000023.jpg
1762602155898_000024,1762602156,ccw,960,544,567.623,380.742,0.59127,0.69989,19568,0.03747,0.92909,1.15132,0.67348,483,306,175,152,0.73566,AND,1,2,0,-0.336547,0,0,data\data_ccw\images_raw\1762602155898_000024.jpg,data\data_ccw\images_crop\1762602155898_000024.jpg,data\data_ccw\masks\1762602155898_000024.png,data\data_ccw\overlays\1762602155898_000024.jpg
1762602155991_000025,1762602156,ccw,960,544,554.523,325.627,0.57763,0.59858,22841,0.043738,0.87645,0.8593,0.50766,473,224,171,199,0.67124,AND,1,0,0,-0.336547,0,0,data\data_ccw\images_raw\1762602155991_000025.jpg,data\data_ccw\images_crop\1762602155991_000025.jpg,data\data_ccw\masks\1762602155991_000025.png,data\data_ccw\overlays\1762602155991_000025.jpg
